Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2015-03-13,48.9,49.5,48.0,48.1,48.3518032004,4187.0,68.0,202449.0,3930.0,93.86,1.5,-0.8
2015-03-12,48.0,49.0,46.9,48.9,48.3211775044,2276.0,50.0,109979.0,2035.0,89.41,2.1,0.9
2015-03-11,49.0,49.0,48.0,48.65,48.375,240.0,15.0,11610.0,230.0,95.83,1.0,-0.35
2015-03-10,48.5,48.95,47.0,48.55,48.2740291931,3631.0,83.0,175283.0,3481.0,95.87,1.95,0.05
2015-03-09,48.5,48.8,47.9,48.8,48.1062271062,1365.0,35.0,65665.0,1335.0,97.8,0.9,0.3
2015-03-05,46.5,48.45,45.75,48.25,48.0206022187,1893.0,123.0,90903.0,1888.0,99.74,2.7,1.75
2015-03-04,45.5,48.0,44.5,47.65,47.3031456622,4991.0,128.0,236090.0,4111.0,82.37,3.5,2.15
2015-03-03,46.0,46.5,45.8,46.4,46.3138888889,2520.0,70.0,116711.0,2170.0,86.11,0.7,0.4
2015-03-02,45.95,46.0,45.55,45.95,45.8401430031,1958.0,59.0,89755.0,1738.0,88.76,0.45,0.0
2015-02-28,45.5,45.95,43.0,45.75,45.3217122683,2266.0,127.0,102699.0,1265.0,55.83,2.95,0.25
2015-02-27,45.5,46.0,44.0,45.9,44.9102990033,3311.0,96.0,148698.0,3261.0,98.49,2.0,0.4
2015-02-26,45.0,45.5,44.0,44.95,44.8331946755,2404.0,89.0,107779.0,2189.0,91.06,1.5,-0.05
2015-02-25,43.85,44.5,41.5,44.25,43.421875,2304.0,122.0,100044.0,2269.0,98.48,3.0,0.4
2015-02-24,43.9,43.9,42.95,43.9,43.2330547818,1077.0,114.0,46562.0,882.0,81.89,0.95,0.0
2015-02-23,43.0,44.0,42.5,43.85,43.7582736007,6557.0,112.0,286923.0,6306.0,96.17,1.5,0.85
2015-02-20,43.9,43.9,41.0,42.95,41.8080631025,4564.0,167.0,190812.0,3314.0,72.61,2.9,-0.95
2015-02-19,43.0,43.9,40.35,43.8,42.9836065574,671.0,114.0,28842.0,596.0,88.82,3.55,0.8
2015-02-18,43.9,43.9,41.55,43.35,43.1966885527,3503.0,156.0,151318.0,3036.0,86.67,2.35,-0.55
2015-02-16,43.9,43.9,42.7,42.7,42.7676923077,650.0,74.0,27799.0,650.0,100.0,1.2,-1.2
2015-02-13,43.9,43.9,42.5,43.85,43.79125,800.0,74.0,35033.0,500.0,62.5,1.4,-0.05
2015-02-12,43.75,44.8,42.0,43.8,43.8392484342,479.0,59.0,20999.0,419.0,87.47,2.8,0.05
2015-02-11,43.0,43.85,42.75,43.8,43.7975598735,2213.0,18.0,96924.0,2210.0,99.86,1.1,0.8
2015-02-10,43.8,43.8,41.5,42.95,42.9635867091,2197.0,66.0,94391.0,2181.0,99.27,2.3,-0.85
2015-02-09,44.0,44.0,41.8,41.8,41.893676815,2135.0,26.0,89443.0,2125.0,99.53,2.2,-2.2
2015-02-06,43.0,44.4,42.0,44.35,44.1656394453,1298.0,46.0,57327.0,1244.0,95.84,2.4,1.35
2015-02-05,44.0,44.0,43.95,43.95,43.975,200.0,42.0,8795.0,100.0,50.0,0.05,-0.05
2015-02-04,44.0,44.0,42.8,43.65,43.1754705525,1647.0,67.0,71110.0,1361.0,82.64,1.2,-0.35
2015-02-03,44.0,44.0,42.0,42.95,42.86,2600.0,67.0,111436.0,2050.0,78.85,2.0,-1.05
2015-02-02,45.0,45.0,41.5,42.85,42.5026548673,1130.0,70.0,48028.0,750.0,66.37,3.5,-2.15
2015-01-30,43.75,45.0,41.5,44.85,43.5509065551,717.0,73.0,31226.0,365.0,50.91,3.5,1.1
2015-01-29,43.0,44.0,40.0,43.9,42.3377094972,3580.0,247.0,151569.0,2595.0,72.49,4.0,0.9
2015-01-28,43.0,43.0,42.0,42.1,42.1029850746,3350.0,86.0,141045.0,3350.0,100.0,1.0,-0.9
2015-01-27,43.0,43.0,42.0,43.0,42.6827272727,3300.0,54.0,140853.0,3300.0,100.0,1.0,0.0
2015-01-23,43.0,43.9,42.75,43.35,43.328115016,3130.0,70.0,135617.0,2730.0,87.22,1.15,0.35
2015-01-22,44.95,45.0,43.0,43.95,44.5647887324,710.0,42.0,31641.0,710.0,100.0,2.0,-1.0
2015-01-21,44.0,44.0,42.0,43.95,43.4129496403,695.0,38.0,30172.0,445.0,64.03,2.0,-0.05
2015-01-20,44.5,45.0,43.0,44.0,43.7155555556,1575.0,106.0,68852.0,1325.0,84.13,2.0,-0.5
2015-01-19,40.65,44.9,40.65,44.85,44.5785714286,140.0,30.0,6241.0,125.0,89.29,4.25,4.2
2015-01-16,43.5,43.5,43.5,43.5,43.4975609756,205.0,18.0,8917.0,205.0,100.0,0.0,0.0
2015-01-15,44.0,45.0,43.0,44.95,44.2036363636,550.0,45.0,24312.0,550.0,100.0,2.0,0.95
2015-01-14,44.25,45.5,44.25,45.2,45.0873563218,1305.0,46.0,58839.0,1305.0,100.0,1.25,0.95
2015-01-13,44.0,44.5,44.0,44.5,44.25,300.0,18.0,13275.0,300.0,100.0,0.5,0.5
2015-01-12,43.0,45.5,42.5,45.0,44.8434276206,6010.0,72.0,269509.0,5640.0,93.84,3.0,2.0
2015-01-09,43.0,44.7,42.5,44.6,43.7788331072,737.0,28.0,32265.0,487.0,66.08,2.2,1.6
2015-01-08,44.45,44.45,42.25,43.25,42.665007657,2612.0,100.0,111441.0,1314.0,50.31,2.2,-1.2
2015-01-07,43.0,45.0,41.75,43.2,43.6336398695,3371.0,152.0,147089.0,2760.0,81.87,3.25,0.2
2015-01-06,43.0,43.5,42.25,43.35,43.273458445,373.0,50.0,16141.0,351.0,94.1,1.25,0.35
2015-01-05,43.0,44.0,42.1,43.7,42.7798219585,1685.0,50.0,72084.0,1110.0,65.88,1.9,0.7
2015-01-02,42.7,45.0,42.0,43.75,43.3801763804,5216.0,59.0,226271.0,5110.0,97.97,3.0,1.05
2015-01-01,44.95,44.95,43.0,43.45,44.4030360531,2635.0,53.0,117002.0,2195.0,83.3,1.95,-1.5
2014-12-31,44.0,44.0,43.0,43.0,43.3571428571,1400.0,44.0,60700.0,1200.0,85.71,1.0,-1.0
2014-12-30,44.75,45.0,42.75,44.7,44.4736842105,3819.0,84.0,169845.0,3819.0,100.0,2.25,-0.05
2014-12-29,43.0,44.75,43.0,44.05,43.7183544304,632.0,38.0,27630.0,326.0,51.58,1.75,1.05
2014-12-26,44.7,44.7,44.7,44.7,44.7,70.0,4.0,3129.0,70.0,100.0,0.0,0.0
2014-12-24,43.0,44.65,42.6,44.65,43.4705882353,340.0,33.0,14780.0,320.0,94.12,2.05,1.65
2014-12-23,44.7,44.7,44.7,44.7,44.7,150.0,16.0,6705.0,150.0,100.0,0.0,0.0
2014-12-22,44.5,44.95,43.0,44.45,44.5056603774,265.0,29.0,11794.0,265.0,100.0,1.95,-0.05
2014-12-19,44.5,44.65,44.5,44.6,44.5357142857,336.0,46.0,14964.0,336.0,100.0,0.15,0.1
2014-12-18,44.5,44.5,44.45,44.45,44.4714285714,350.0,38.0,15565.0,350.0,100.0,0.05,-0.05
2014-12-17,44.0,44.4,44.0,44.4,44.2666666667,375.0,42.0,16600.0,375.0,100.0,0.4,0.4
2014-12-16,44.0,44.0,43.9,43.95,43.9466666667,525.0,54.0,23072.0,525.0,100.0,0.1,-0.05
2014-12-15,43.0,44.0,40.5,43.95,41.5823529412,850.0,49.0,35345.0,600.0,70.59,3.5,0.95
2014-12-12,43.0,44.0,42.0,42.35,43.6605166052,542.0,48.0,23664.0,479.0,88.38,2.0,-0.65
2014-12-11,43.0,44.5,42.75,43.95,43.9097154073,1019.0,48.0,44744.0,540.0,52.99,1.75,0.95
2014-12-10,40.75,44.95,40.75,43.35,42.7871231333,7098.0,140.0,303703.0,6584.0,92.76,4.2,2.6
2014-12-09,44.0,48.0,41.0,46.85,46.3096871847,9910.0,103.0,458929.0,9100.0,91.83,7.0,2.85
2014-12-08,43.0,44.45,42.25,44.35,44.152238806,335.0,22.0,14791.0,135.0,40.3,2.2,1.35
2014-12-05,43.0,44.5,42.0,44.45,42.9677996422,559.0,49.0,24019.0,409.0,73.17,2.5,1.45
2014-12-04,44.3,44.4,44.3,44.35,44.3262599469,754.0,60.0,33422.0,205.0,27.19,0.1,0.05
2014-12-03,43.0,44.45,42.25,44.2,44.2091575092,5460.0,132.0,241382.0,5010.0,91.76,2.2,1.2
2014-12-02,43.0,44.85,42.0,43.6,43.0168674699,415.0,31.0,17852.0,265.0,63.86,2.85,0.6
2014-12-01,43.0,43.0,43.0,43.0,43.0,400.0,44.0,17200.0,400.0,100.0,0.0,0.0
2014-11-28,44.0,44.0,43.0,43.9,43.9314285714,525.0,26.0,23064.0,525.0,100.0,1.0,-0.1
2014-11-27,44.25,44.35,44.25,44.35,44.3,750.0,24.0,33225.0,250.0,33.33,0.1,0.1
2014-11-26,44.0,44.0,41.5,44.0,43.268902439,1640.0,66.0,70961.0,1620.0,98.78,2.5,0.0
2014-11-25,43.0,44.75,40.65,43.9,43.4973021583,14456.0,86.0,628797.0,13402.0,92.71,4.1,0.9
2014-11-24,43.0,44.25,41.0,42.6,42.5298876404,4450.0,110.0,189258.0,2382.0,53.53,3.25,-0.4
2014-11-21,45.0,45.2,43.0,45.2,44.0205163276,5849.0,54.0,257476.0,5444.0,93.08,2.2,0.2
2014-11-20,43.25,43.5,42.0,42.9,43.1373413494,7485.0,75.0,322883.0,7485.0,100.0,1.5,-0.35
2014-11-19,43.0,43.0,42.25,42.95,42.9517923362,7281.0,89.0,312732.0,7281.0,100.0,0.75,-0.05
2014-11-18,44.0,44.5,41.0,42.75,43.3880905512,10160.0,194.0,440823.0,9200.0,90.55,3.5,-1.25
2014-11-17,44.0,44.85,42.0,44.4,44.0317391304,4600.0,70.0,202546.0,3050.0,66.3,2.85,0.4
2014-11-14,44.75,44.75,43.0,44.55,44.2495546559,12350.0,132.0,546482.0,11200.0,90.69,1.75,-0.2
2014-11-13,44.5,44.6,43.2,44.55,44.0636259651,6994.0,40.0,308181.0,4633.0,66.24,1.4,0.05
2014-11-12,47.0,47.0,43.6,44.6,43.8353909465,486.0,29.0,21304.0,479.0,98.56,3.4,-2.4
2014-11-11,43.0,44.95,43.0,43.15,43.5142314152,22626.0,86.0,984553.0,20653.0,91.28,1.95,0.15
2014-11-10,45.0,48.5,43.25,48.1,47.3956136889,17737.0,41.0,840656.0,17687.0,99.72,5.25,3.1
2014-11-07,43.75,44.0,42.5,43.25,43.3261761158,12435.0,195.0,538761.0,11455.0,92.12,1.5,-0.5
2014-11-05,43.0,46.0,43.0,45.8,44.1574182016,25734.0,107.0,1136347.0,25300.0,98.31,3.0,2.8
2014-11-03,43.0,43.85,42.75,43.85,43.5048780488,410.0,10.0,17837.0,275.0,67.07,1.1,0.85
2014-10-31,45.9,46.0,42.75,44.0,44.7857198474,12843.0,154.0,575183.0,12753.0,99.3,3.25,-1.9
2014-10-30,45.0,45.0,42.5,43.5,44.3119760479,13360.0,37.0,592008.0,13360.0,100.0,2.5,-1.5
2014-10-29,48.9,48.9,40.35,43.5,44.0930045662,27375.0,45.0,1207046.0,27220.0,99.43,8.55,-5.4
2014-10-28,45.0,46.0,42.5,44.0,43.9742140586,2831.0,51.0,124491.0,2805.0,99.08,3.5,-1.0
2014-10-27,46.0,47.9,45.0,45.1,46.7051987768,1635.0,30.0,76363.0,1630.0,99.69,2.9,-0.9
2014-10-23,48.0,48.5,45.25,45.25,45.9230769231,650.0,14.0,29850.0,650.0,100.0,3.25,-2.75
2014-10-22,45.0,45.0,45.0,45.0,45.0,1000.0,28.0,45000.0,1000.0,100.0,0.0,0.0
2014-10-21,44.0,44.25,44.0,44.0,44.0001526718,6550.0,69.0,288201.0,6545.0,99.92,0.25,0.0
2014-10-20,46.0,46.45,42.55,45.8,44.1625780721,26578.0,57.0,1173753.0,25520.0,96.02,3.9,-0.2
2014-10-17,43.0,44.95,42.0,42.55,43.1746345684,32359.0,222.0,1397088.0,27994.0,86.51,2.95,-0.45
2014-10-16,43.2,45.5,43.2,45.5,43.3516483516,91.0,6.0,3945.0,91.0,100.0,2.3,2.3
2014-10-14,43.0,45.7,43.0,45.6,44.9747474747,396.0,10.0,17810.0,246.0,62.12,2.7,2.6
2014-10-13,44.0,46.75,42.5,43.4,43.782805959,42759.0,163.0,1872109.0,39668.0,92.77,4.25,-0.6
2014-10-10,49.8,50.0,42.1,44.25,48.6156653879,26849.0,97.0,1305282.0,25056.0,93.32,7.9,-5.55
2014-10-09,44.1,45.95,43.65,45.95,44.890625,320.0,12.0,14365.0,295.0,92.19,2.3,1.85
2014-10-08,43.05,50.5,43.05,47.95,48.4089965583,74673.0,234.0,3614845.0,57659.0,77.22,7.45,4.9
2014-10-07,43.0,44.9,42.65,44.05,43.0773898456,76302.0,76.0,3286891.0,76050.0,99.67,2.25,1.05
2014-10-01,46.45,46.45,46.45,46.45,46.45,300.0,24.0,13935.0,300.0,100.0,0.0,0.0
2014-09-30,46.35,46.5,46.35,46.5,46.4233333333,300.0,11.0,13927.0,300.0,100.0,0.15,0.15
2014-09-29,46.45,46.9,46.45,46.5,46.4726368159,201.0,7.0,9341.0,201.0,100.0,0.45,0.05
2014-09-26,44.7,46.2,43.5,46.0,44.505214812,10451.0,22.0,465124.0,10449.0,99.98,2.7,1.3
2014-09-25,43.0,44.75,43.0,44.75,43.133640553,217.0,12.0,9360.0,217.0,100.0,1.75,1.75
2014-09-24,44.95,44.95,44.85,44.85,44.87,500.0,8.0,22435.0,500.0,100.0,0.1,-0.1
2014-09-23,50.0,50.0,42.5,43.1,45.8417001267,93146.0,141.0,4269971.0,89395.0,95.97,7.5,-6.9
2014-09-22,44.0,46.85,43.0,45.55,44.1573477014,57535.0,121.0,2540593.0,56275.0,97.81,3.85,1.55
2014-09-19,45.7,45.7,43.1,44.5,44.1359851989,1081.0,40.0,47711.0,891.0,82.42,2.6,-1.2
2014-09-18,44.0,44.0,42.0,43.45,43.1624161074,745.0,38.0,32156.0,685.0,91.95,2.0,-0.55
2014-09-17,44.0,44.0,40.5,43.95,41.7534246575,2044.0,116.0,85344.0,1454.0,71.14,3.5,-0.05
2014-09-16,43.0,45.0,41.65,43.95,43.2933070866,2540.0,82.0,109965.0,2240.0,88.19,3.35,0.95
2014-09-15,45.4,46.0,43.95,43.95,45.1090909091,1100.0,50.0,49620.0,900.0,81.82,2.05,-1.45
2014-09-12,45.0,45.0,41.0,41.6,41.8995247794,1473.0,76.0,61718.0,1373.0,93.21,4.0,-3.4
2014-09-11,44.9,44.9,42.0,43.85,43.2807453416,805.0,41.0,34841.0,500.0,62.11,2.9,-1.05
2014-09-10,48.95,48.95,42.75,43.7,43.8106589147,10320.0,123.0,452126.0,8709.0,84.39,6.2,-5.25
2014-09-09,44.0,47.6,42.65,47.6,45.9507246377,690.0,69.0,31706.0,582.0,84.35,4.95,3.6
2014-09-08,50.35,50.35,42.85,45.25,47.5714668812,3729.0,96.0,177394.0,2646.0,70.96,7.5,-5.1
2014-09-05,46.0,46.0,44.05,45.45,45.1226993865,652.0,49.0,29420.0,550.0,84.36,1.95,-0.55
2014-09-04,43.0,47.0,42.0,46.95,44.2320024198,3306.0,79.0,146231.0,2809.0,84.97,5.0,3.95
2014-09-03,44.0,45.0,41.5,43.6,43.6707415368,7444.0,98.0,325085.0,5586.0,75.04,3.5,-0.4
2014-09-02,44.8,46.0,43.25,45.35,45.3051398829,1537.0,26.0,69634.0,535.0,34.81,2.75,0.55
2014-09-01,44.7,44.8,42.0,44.65,44.5051150895,782.0,45.0,34803.0,520.0,66.5,2.8,-0.05
2014-08-28,45.0,45.0,42.25,43.6,42.7539325843,890.0,61.0,38051.0,890.0,100.0,2.75,-1.4
2014-08-27,43.7,45.0,42.5,43.6,44.1535413571,2019.0,51.0,89146.0,1400.0,69.34,2.5,-0.1
2014-08-26,44.5,44.7,42.75,43.7,43.7208333333,960.0,83.0,41972.0,545.0,56.77,1.95,-0.8
2014-08-25,45.0,46.6,43.0,44.15,43.9813845259,1719.0,86.0,75604.0,1311.0,76.27,3.6,-0.85
2014-08-22,44.0,46.8,42.8,43.95,44.2059935991,3437.0,136.0,151936.0,2438.0,70.93,4.0,-0.05
2014-08-21,47.8,47.8,46.4,46.4,46.9466666667,750.0,18.0,35210.0,500.0,66.67,1.4,-1.4
2014-08-20,47.0,47.0,43.0,44.3,44.366702938,919.0,35.0,40773.0,709.0,77.15,4.0,-2.7
2014-08-19,46.95,46.95,43.0,44.75,44.7137445887,1848.0,82.0,82631.0,1568.0,84.85,3.95,-2.2
2014-08-18,49.15,49.15,43.5,44.55,45.2313541971,3419.0,143.0,154646.0,3032.0,88.68,5.65,-4.6
2014-08-14,49.8,49.8,44.1,46.9,45.3918768546,5392.0,160.0,244753.0,4492.0,83.31,5.7,-2.9
2014-08-13,48.8,49.35,44.05,47.6,46.3728813559,1475.0,139.0,68400.0,1043.0,70.71,5.3,-1.2
2014-08-12,48.95,48.95,44.75,48.2,47.835078534,1528.0,109.0,73092.0,1152.0,75.39,4.2,-0.75
2014-08-11,46.05,50.0,44.25,47.35,47.5467479675,1476.0,150.0,70179.0,730.0,49.46,5.75,1.3
2014-08-08,46.95,46.95,43.75,45.7,45.0615942029,5520.0,152.0,248740.0,3800.0,68.84,3.2,-1.25
2014-08-07,49.95,49.95,45.0,46.2,46.9686593151,1723.0,104.0,80927.0,1330.0,77.19,4.95,-3.75
2014-08-06,49.25,49.5,45.05,47.2,46.63503305,2118.0,135.0,98773.0,1075.0,50.76,4.45,-2.05
2014-08-05,46.5,49.5,46.25,49.5,48.1056109265,27090.0,112.0,1303181.0,20330.0,75.05,3.25,3.0
2014-08-04,47.0,47.2,44.5,46.3,45.8496240602,2793.0,60.0,128058.0,1265.0,45.29,2.7,-0.7
2014-08-01,46.55,49.85,44.0,44.25,45.0725623583,1764.0,73.0,79508.0,1100.0,62.36,5.85,-2.3
2014-07-31,47.0,48.8,47.0,48.65,48.1880046136,867.0,26.0,41779.0,433.0,49.94,1.8,1.65
2014-07-30,48.5,48.75,47.8,48.0,48.4468704512,687.0,22.0,33283.0,175.0,25.47,0.95,-0.5
2014-07-28,48.9,48.9,46.0,46.9,47.1569444444,720.0,27.0,33953.0,385.0,53.47,2.9,-2.0
2014-07-25,51.45,51.45,44.5,48.35,47.5106137517,4334.0,92.0,205911.0,3428.0,79.1,6.95,-3.1
2014-07-24,46.5,51.5,46.5,48.1,48.1879246448,6476.0,123.0,312065.0,4715.0,72.81,5.0,1.6
2014-07-23,48.0,48.0,44.5,45.3,45.6043634728,4446.0,81.0,202757.0,4091.0,92.02,3.5,-2.7
2014-07-22,48.0,49.45,47.0,49.35,49.1409903714,1454.0,60.0,71451.0,553.0,38.03,2.45,1.35
2014-07-21,48.0,48.0,47.75,47.9,47.9498530852,5105.0,34.0,244784.0,5105.0,100.0,0.25,-0.1
2014-07-18,49.45,49.45,49.1,49.35,49.2656,1250.0,66.0,61582.0,550.0,44.0,0.35,-0.1
2014-07-17,49.5,49.5,47.55,49.25,48.7541254125,606.0,48.0,29545.0,556.0,91.75,1.95,-0.25
2014-07-16,49.0,49.95,47.55,49.7,48.8490566038,3127.0,44.0,152751.0,2875.0,91.94,2.4,0.7
2014-07-15,49.5,50.0,48.0,48.0,48.348,250.0,32.0,12087.0,200.0,80.0,2.0,-1.5
2014-07-14,49.75,49.95,48.0,49.65,49.6324137931,1450.0,64.0,71967.0,300.0,20.69,1.95,-0.1
2014-07-11,48.75,48.75,48.75,48.75,48.75,100.0,8.0,4875.0,100.0,100.0,0.0,0.0
2014-07-10,48.0,49.5,47.75,49.25,47.984496124,1161.0,40.0,55710.0,550.0,47.37,1.75,1.25
2014-07-09,48.0,49.9,47.0,49.0,48.6087954111,2615.0,72.0,127112.0,2615.0,100.0,2.9,1.0
2014-07-08,50.0,51.5,48.0,48.0,48.4864553314,5205.0,32.0,252372.0,5155.0,99.04,3.5,-2.0
2014-07-07,49.0,49.0,47.75,48.0,48.3981330728,9213.0,32.0,445892.0,9107.0,98.85,1.25,-1.0
2014-07-04,50.5,50.5,46.0,47.65,47.6642233857,2865.0,40.0,136558.0,1750.0,61.08,4.5,-2.85
2014-07-03,50.5,50.5,50.3,50.3,50.42,500.0,15.0,25210.0,500.0,100.0,0.2,-0.2
2014-07-02,50.3,50.35,48.0,48.8,50.2007599747,1579.0,14.0,79267.0,1575.0,99.75,2.35,-1.5
2014-07-01,49.95,49.95,45.5,49.0,47.6994680851,1504.0,42.0,71740.0,700.0,46.54,4.45,-0.95
2014-06-30,49.5,49.7,47.6,49.05,49.2566978193,1605.0,49.0,79057.0,575.0,35.83,2.1,-0.45
2014-06-27,49.0,51.5,45.0,48.3,47.0770015298,3922.0,129.0,184636.0,2239.0,57.09,6.5,-0.7
2014-06-26,49.0,50.55,47.5,50.5,50.0728744939,1482.0,82.0,74208.0,110.0,7.42,3.05,1.5
2014-06-25,49.0,51.5,47.75,49.75,49.8776305534,2566.0,105.0,127986.0,1315.0,51.25,3.75,0.75
2014-06-24,49.0,51.5,48.0,50.7,49.1091644205,3710.0,117.0,182195.0,1605.0,43.26,3.5,1.7
2014-06-23,49.0,50.5,47.5,50.4,49.1590692352,5243.0,45.0,257741.0,5173.0,98.66,3.0,1.4
2014-06-20,51.3,51.3,48.25,49.35,49.311670354,3616.0,80.0,178311.0,1542.0,42.64,3.05,-1.95
2014-06-19,51.0,51.5,49.7,49.75,49.906566062,6229.0,114.0,310868.0,2939.0,47.18,1.8,-1.25
2014-06-18,51.5,51.5,48.1,49.4,48.6092362345,563.0,26.0,27367.0,350.0,62.17,3.4,-2.1
2014-06-17,50.45,52.0,48.5,49.9,49.4981981982,1110.0,50.0,54943.0,585.0,52.7,3.5,-0.55
2014-06-16,49.5,53.0,48.1,50.5,50.1988817891,3756.0,46.0,188547.0,756.0,20.13,4.9,1.0
2014-06-13,51.9,51.9,48.55,48.95,50.5449977159,4378.0,44.0,221286.0,1128.0,25.77,3.35,-2.95
2014-06-12,52.0,52.0,49.0,50.95,50.4232521291,5049.0,68.0,254587.0,3613.0,71.56,3.0,-1.05
2014-06-11,48.3,51.45,48.1,50.35,50.0809560524,3891.0,75.0,194865.0,2731.0,70.19,3.35,2.05
2014-06-10,50.0,50.7,48.5,50.4,50.2682323857,809.0,28.0,40667.0,407.0,50.31,2.2,0.4
2014-06-09,52.75,52.95,48.55,49.95,49.8919894154,4157.0,88.0,207401.0,2066.0,49.7,4.4,-2.8
2014-06-06,52.95,52.95,48.15,51.45,51.2819593787,2511.0,92.0,128769.0,929.0,37.0,4.8,-1.5
2014-06-05,52.8,52.8,50.4,51.3,51.189719896,3463.0,57.0,177270.0,3150.0,90.96,2.4,-1.5
