Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2009-09-16,17.3,17.3,15.95,16.0,16.7586141613,5282.0,21.0,88519.0,5282.0,100.0,1.35,-1.3
2009-09-15,17.3,18.0,16.5,16.55,16.8262184874,2975.0,14.0,50058.0,2975.0,100.0,1.5,-0.75
2009-09-14,17.0,17.55,17.0,17.3,17.3415549598,1865.0,6.0,32342.0,1865.0,100.0,0.55,0.3
2009-09-11,16.3,16.95,16.25,16.95,16.8328413284,5420.0,26.0,91234.0,5420.0,100.0,0.7,0.65
2009-09-10,16.1,17.65,16.1,16.15,16.670720423,7565.0,24.0,126114.0,7565.0,100.0,1.55,0.05
2009-09-09,17.95,17.95,16.9,16.9,17.3647435897,1560.0,6.0,27089.0,1560.0,100.0,1.05,-1.05
2009-09-08,18.5,19.15,17.6,17.75,18.1710914454,678.0,10.0,12320.0,678.0,100.0,1.55,-0.75
2009-09-07,18.0,18.6,16.9,18.5,17.9470175439,5700.0,21.0,102298.0,5700.0,100.0,1.7,0.5
2009-09-04,17.0,17.85,16.8,17.75,17.4447718631,10520.0,23.0,183519.0,10520.0,100.0,1.05,0.75
2009-09-03,17.0,17.0,17.0,17.0,17.0,1750.0,11.0,29750.0,1750.0,100.0,0.0,0.0
2009-09-02,16.9,17.45,16.1,16.2,17.3333333333,14250.0,35.0,247000.0,14250.0,100.0,1.35,-0.7
2009-09-01,15.9,17.0,15.9,16.65,16.787012987,11550.0,24.0,193890.0,11550.0,100.0,1.1,0.75
2009-08-31,17.7,18.0,16.43,16.47,16.8130119233,19290.0,43.0,324323.0,19290.0,100.0,1.57,-1.23
2009-08-28,15.65,17.29,15.65,17.29,16.1794309364,48325.0,91.0,781871.0,48325.0,100.0,1.64,1.64
2009-08-27,16.47,16.47,16.47,16.47,16.4688741722,755.0,5.0,12434.0,755.0,100.0,0.0,0.0
2009-08-26,18.85,18.85,17.33,17.33,17.8312,20000.0,39.0,356624.0,20000.0,100.0,1.52,-1.52
2009-08-25,18.24,18.24,18.2,18.24,18.2358884732,36619.0,64.0,667780.0,36619.0,100.0,0.04,0.0
2009-08-24,17.38,17.38,17.38,17.38,17.3799917321,12095.0,27.0,210211.0,12095.0,100.0,0.0,0.0
2009-08-21,16.56,16.56,16.56,16.56,16.559765625,2560.0,13.0,42393.0,2560.0,100.0,0.0,0.0
2009-08-20,15.78,15.78,15.78,15.78,15.7799043062,7106.0,18.0,112132.0,7106.0,100.0,0.0,0.0
2009-08-19,15.03,15.03,15.03,15.03,15.0299352751,6180.0,28.0,92885.0,6180.0,100.0,0.0,0.0
2009-08-18,14.31,14.32,14.31,14.32,14.3193277311,2380.0,12.0,34080.0,2380.0,100.0,0.01,0.01
2009-08-17,12.5,13.68,12.5,13.64,13.5384615385,4875.0,22.0,66000.0,4875.0,100.0,1.18,1.14
2009-08-14,13.0,13.03,12.9,13.03,13.0124816446,1362.0,12.0,17723.0,1362.0,100.0,0.13,0.03
2009-08-13,12.41,12.41,12.41,12.41,12.4066666667,150.0,2.0,1861.0,150.0,100.0,0.0,0.0
2009-08-12,11.82,11.82,11.82,11.82,11.82,100.0,1.0,1182.0,100.0,100.0,0.0,0.0
2009-08-11,12.04,12.95,12.04,12.24,12.160625,1600.0,5.0,19457.0,1600.0,100.0,0.91,0.2
2009-08-10,13.05,13.25,12.51,12.59,13.0665028355,26450.0,85.0,345609.0,26450.0,100.0,0.74,-0.46
2009-08-07,12.63,13.9,12.62,12.85,13.25,8272.0,15.0,109604.0,8272.0,100.0,1.28,0.22
2009-08-06,13.5,13.93,12.75,13.26,13.7054421041,9353.0,31.0,128187.0,9353.0,100.0,1.18,-0.24
2009-08-05,13.67,13.67,12.51,13.27,13.3324904152,12259.0,58.0,163443.0,12259.0,100.0,1.16,-0.4
2009-08-04,13.0,13.35,12.32,13.02,13.2024218867,13378.0,33.0,176622.0,13378.0,100.0,1.03,0.02
2009-08-03,13.0,13.6,12.55,12.85,12.9020674113,20412.0,19.0,263357.0,20412.0,100.0,1.05,-0.15
2009-07-31,13.1,13.54,12.35,13.15,13.461860263,18406.0,43.0,247779.0,18406.0,100.0,1.19,0.05
2009-07-30,13.49,13.71,12.52,12.9,13.2644536037,26931.0,70.0,357225.0,26931.0,100.0,1.19,-0.59
2009-07-29,11.88,13.12,11.88,13.06,12.9884892086,41005.0,48.0,532593.0,41005.0,100.0,1.24,1.18
2009-07-28,12.45,12.5,11.81,12.5,12.4678614098,25110.0,31.0,313068.0,25110.0,100.0,0.69,0.05
2009-07-27,11.92,11.92,11.55,11.92,11.8607514998,3167.0,16.0,37563.0,3167.0,100.0,0.37,0.0
2009-07-24,11.25,11.39,10.7,11.36,11.1350198338,13361.0,21.0,148775.0,13361.0,100.0,0.69,0.11
2009-07-23,10.85,10.85,10.85,10.85,10.8481481481,270.0,3.0,2929.0,270.0,100.0,0.0,0.0
2009-07-22,10.34,10.34,10.34,10.34,10.3392857143,1120.0,3.0,11580.0,1120.0,100.0,0.0,0.0
2009-07-21,9.85,9.85,9.85,9.85,9.84979253112,2410.0,3.0,23738.0,2410.0,100.0,0.0,0.0
2009-07-20,9.71,9.71,9.25,9.39,9.68585482584,7522.0,15.0,72857.0,7522.0,100.0,0.46,-0.32
2009-07-17,9.15,9.25,9.15,9.25,9.22958083832,8350.0,13.0,77067.0,8350.0,100.0,0.1,0.1
2009-07-16,9.13,9.13,8.8,8.81,9.10134378499,7144.0,10.0,65020.0,7144.0,100.0,0.33,-0.32
2009-07-15,9.35,9.35,8.7,8.7,8.7005988024,1002.0,3.0,8718.0,1002.0,100.0,0.65,-0.65
2009-07-14,9.05,9.05,8.5,9.05,8.94300760679,8545.0,33.0,76418.0,8545.0,100.0,0.55,0.0
2009-07-13,8.92,8.92,8.52,8.62,8.78909090909,1375.0,10.0,12085.0,1375.0,100.0,0.4,-0.3
2009-07-10,8.5,8.5,8.5,8.5,8.5,150.0,3.0,1275.0,150.0,100.0,0.0,0.0
2009-07-09,7.72,8.52,7.72,8.1,8.26469565217,2875.0,14.0,23761.0,2875.0,100.0,0.8,0.38
2009-07-08,8.2,8.2,8.05,8.12,8.125,200.0,3.0,1625.0,200.0,100.0,0.15,-0.08
2009-07-06,9.19,9.19,8.4,8.4,9.1657980456,15350.0,84.0,140695.0,15350.0,100.0,0.79,-0.79
2009-07-03,9.18,9.18,8.76,8.76,9.05862745098,5100.0,21.0,46199.0,5100.0,100.0,0.42,-0.42
2009-07-02,8.65,9.08,8.6,8.75,8.69831223629,4740.0,15.0,41230.0,4740.0,100.0,0.48,0.1
2009-07-01,8.92,8.92,8.51,8.65,8.72303797468,1975.0,15.0,17228.0,1975.0,100.0,0.41,-0.27
2009-06-30,8.31,8.5,8.31,8.5,8.43783783784,740.0,3.0,6244.0,740.0,100.0,0.19,0.19
2009-06-29,8.98,8.98,8.5,8.5,8.9716890595,2084.0,6.0,18697.0,2084.0,100.0,0.48,-0.48
2009-06-26,9.25,9.25,8.55,8.56,9.18070231615,9369.0,42.0,86014.0,9369.0,100.0,0.7,-0.69
2009-06-25,9.06,9.06,8.45,8.81,8.96163069544,2502.0,14.0,22422.0,2502.0,100.0,0.61,-0.25
2009-06-24,9.13,9.13,8.3,8.63,9.07025058899,4669.0,38.0,42349.0,4669.0,100.0,0.83,-0.5
2009-06-23,8.23,9.0,8.23,8.7,8.33117010816,5085.0,23.0,42364.0,5085.0,100.0,0.77,0.47
2009-06-22,8.07,8.91,8.07,8.66,8.66328125,2560.0,13.0,22178.0,2560.0,100.0,0.84,0.59
2009-06-19,9.13,9.13,8.49,8.49,8.68656716418,1005.0,5.0,8730.0,1005.0,100.0,0.64,-0.64
2009-06-18,8.8,9.65,8.79,8.93,8.85518102372,801.0,9.0,7093.0,801.0,100.0,0.86,0.13
2009-06-17,9.25,9.25,8.6,9.25,9.20671494404,4557.0,28.0,41955.0,4557.0,100.0,0.65,0.0
2009-06-16,9.0,9.24,8.81,8.81,9.01002785515,1795.0,11.0,16173.0,1795.0,100.0,0.43,-0.19
2009-06-15,9.22,9.27,8.5,8.83,8.619921875,5120.0,23.0,44134.0,5120.0,100.0,0.77,-0.39
2009-06-12,9.17,9.32,8.54,8.84,8.885,2200.0,14.0,19547.0,2200.0,100.0,0.78,-0.33
2009-06-11,8.98,9.26,8.59,8.88,9.00827586207,2175.0,17.0,19593.0,1825.0,83.91,0.67,-0.1
2009-06-10,9.02,9.02,8.18,8.84,8.60641891892,10064.0,20.0,86615.0,8964.0,89.07,0.84,-0.18
2009-06-09,8.44,9.32,8.44,8.61,8.48066737288,3776.0,14.0,32023.0,3200.0,84.75,0.88,0.17
2009-06-08,9.8,9.8,8.88,8.88,9.15243902439,8200.0,13.0,75050.0,8200.0,100.0,0.92,-0.92
2009-06-05,9.89,9.89,9.13,9.34,9.54931034483,5800.0,26.0,55386.0,3850.0,66.38,0.76,-0.55
2009-06-04,9.57,9.57,8.76,9.43,9.47777777778,13500.0,35.0,127950.0,12050.0,89.26,0.81,-0.14
2009-06-03,9.12,9.12,9.12,9.12,9.11987704918,976.0,3.0,8901.0,976.0,100.0,0.0,0.0
2009-06-02,8.69,8.69,8.69,8.69,8.69,4000.0,5.0,34760.0,4000.0,100.0,0.0,0.0
2009-06-01,8.28,8.28,8.28,8.28,8.27936507937,315.0,4.0,2608.0,315.0,100.0,0.0,0.0
2009-05-29,7.89,7.89,7.89,7.89,7.89,2000.0,6.0,15780.0,1999.0,99.95,0.0,0.0
2009-05-28,6.86,7.52,6.85,7.52,7.18387484958,4155.0,8.0,29849.0,2155.0,51.87,0.67,0.66
2009-05-27,7.17,7.17,6.7,7.17,7.13318174436,6157.0,23.0,43919.0,5626.0,91.38,0.47,0.0
2009-05-26,6.83,6.83,6.83,6.83,6.82868525896,251.0,2.0,1714.0,251.0,100.0,0.0,0.0
2009-05-25,6.51,6.51,6.51,6.51,6.5,2.0,2.0,13.0,1.0,50.0,0.0,0.0
2009-05-21,6.2,6.2,6.2,6.2,6.2,100.0,1.0,620.0,100.0,100.0,0.0,0.0
2009-05-19,6.49,6.49,5.89,5.91,5.91666666667,36.0,4.0,213.0,25.0,69.44,0.6,-0.58
2009-05-15,5.61,6.19,5.61,6.19,5.77571428571,700.0,3.0,4043.0,700.0,100.0,0.58,0.58
2009-05-14,5.9,5.9,5.6,5.9,5.89802631579,304.0,7.0,1793.0,201.0,66.12,0.3,0.0
2009-05-13,5.8,5.8,5.56,5.62,5.63341645885,401.0,7.0,2259.0,401.0,100.0,0.24,-0.18
2009-05-12,5.53,5.53,5.53,5.53,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
2009-05-11,5.69,5.69,5.27,5.27,5.26923076923,26.0,2.0,137.0,25.0,96.15,0.42,-0.42
2009-05-08,5.42,5.42,5.42,5.42,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
2009-05-06,5.71,5.71,5.17,5.17,5.16831683168,101.0,2.0,522.0,100.0,99.01,0.54,-0.54
2009-05-05,6.0,6.0,5.44,5.44,5.45098039216,102.0,3.0,556.0,100.0,98.04,0.56,-0.56
2009-05-04,5.72,5.72,5.72,5.72,5.71782178218,202.0,2.0,1155.0,202.0,100.0,0.0,0.0
2009-04-29,5.96,5.96,5.4,5.45,5.44554455446,101.0,3.0,550.0,100.0,99.01,0.56,-0.51
2009-04-28,5.68,5.68,5.66,5.68,5.67617689016,701.0,9.0,3979.0,700.0,99.86,0.02,0.0
2009-04-27,5.41,5.41,5.41,5.41,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
2009-04-24,5.16,5.16,4.69,5.16,4.6900924135,4653.0,3.0,21823.0,4651.0,99.96,0.47,0.0
2009-04-23,5.34,5.34,4.92,4.92,4.92015968064,501.0,2.0,2465.0,500.0,99.8,0.42,-0.42
2009-04-22,5.09,5.09,5.09,5.09,5.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0
2009-04-21,4.85,4.85,4.85,4.85,4.85,500.0,1.0,2425.0,500.0,100.0,0.0,0.0
2009-04-17,5.09,5.09,4.62,4.62,5.00240448838,26201.0,8.0,131068.0,26201.0,100.0,0.47,-0.47
2009-04-16,4.85,4.85,4.85,4.85,4.85,600.0,4.0,2910.0,600.0,100.0,0.0,0.0
2009-04-09,4.62,4.62,4.62,4.62,4.5,2.0,2.0,9.0,2.0,100.0,0.0,0.0
2009-04-08,4.4,4.4,4.4,4.4,4.4,25.0,1.0,110.0,25.0,100.0,0.0,0.0
2009-04-01,4.62,4.62,4.62,4.62,4.6,25.0,1.0,115.0,25.0,100.0,0.0,0.0
2009-03-31,4.8,4.8,4.8,4.8,4.8,200.0,1.0,960.0,200.0,100.0,0.0,0.0
2009-03-30,4.35,4.75,4.35,4.75,4.55,200.0,2.0,910.0,100.0,50.0,0.4,0.4
2009-03-27,4.5,4.78,4.5,4.53,4.60215053763,558.0,6.0,2568.0,378.0,67.74,0.28,0.03
2009-03-26,4.98,4.98,4.56,4.56,4.77894736842,190.0,5.0,908.0,190.0,100.0,0.42,-0.42
2009-03-25,4.35,4.75,4.35,4.75,4.54,50.0,3.0,227.0,25.0,50.0,0.4,0.4
2009-03-19,4.93,4.93,4.52,4.54,4.85833333333,120.0,4.0,583.0,110.0,91.67,0.41,-0.39
2009-03-18,4.59,5.05,4.59,4.7,4.67176470588,850.0,6.0,3971.0,550.0,64.71,0.46,0.11
2009-03-16,5.07,5.07,4.81,4.81,4.862,1000.0,3.0,4862.0,1000.0,100.0,0.26,-0.26
2009-03-12,5.06,5.06,5.03,5.06,5.057,1000.0,7.0,5057.0,1000.0,100.0,0.03,0.0
2009-03-05,5.29,5.29,5.29,5.29,5.28205128205,39.0,3.0,206.0,39.0,100.0,0.0,0.0
2009-03-04,4.57,5.04,4.57,5.04,4.83333333333,240.0,5.0,1160.0,170.0,70.83,0.47,0.47
2009-03-03,4.8,4.8,4.8,4.8,4.8,300.0,1.0,1440.0,300.0,100.0,0.0,0.0
2009-02-27,5.21,5.21,5.0,5.0,5.16666666667,192.0,8.0,992.0,192.0,100.0,0.21,-0.21
2009-02-26,4.97,4.97,4.97,4.97,4.96951219512,164.0,1.0,815.0,164.0,100.0,0.0,0.0
2009-02-25,4.77,5.23,4.77,5.23,4.78199718706,6399.0,17.0,30600.0,6399.0,100.0,0.46,0.46
2009-02-20,5.02,5.02,5.02,5.02,5.01734104046,173.0,1.0,868.0,173.0,100.0,0.0,0.0
2009-02-19,5.22,5.22,5.22,5.22,5.21966527197,478.0,5.0,2495.0,478.0,100.0,0.0,0.0
2009-02-17,4.98,4.98,4.98,4.98,4.97478991597,119.0,1.0,592.0,119.0,100.0,0.0,0.0
2009-02-16,5.78,5.78,5.24,5.24,5.6,150.0,3.0,840.0,150.0,100.0,0.54,-0.54
2009-02-13,5.25,5.51,5.25,5.51,5.5,140.0,4.0,770.0,140.0,100.0,0.26,0.26
2009-02-12,5.25,5.25,5.25,5.25,5.25,100.0,1.0,525.0,100.0,100.0,0.0,0.0
2009-02-10,4.91,5.05,4.9,5.0,4.98333333333,1500.0,6.0,7475.0,1500.0,100.0,0.15,0.09
2009-02-09,5.0,5.0,4.97,4.97,4.97,100.0,2.0,497.0,100.0,100.0,0.03,-0.03
2009-02-06,5.51,5.51,5.12,5.12,5.24666666667,150.0,5.0,787.0,150.0,100.0,0.39,-0.39
2009-02-05,5.0,5.25,5.0,5.25,5.21666666667,60.0,2.0,313.0,60.0,100.0,0.25,0.25
2009-02-04,5.0,5.0,5.0,5.0,5.0,200.0,1.0,1000.0,200.0,100.0,0.0,0.0
2009-02-03,5.03,5.03,5.03,5.03,5.0,25.0,1.0,125.0,25.0,100.0,0.0,0.0
2009-01-30,5.17,5.17,4.76,5.17,5.05995106036,2452.0,17.0,12407.0,2452.0,100.0,0.41,0.0
2009-01-29,5.41,5.41,4.93,4.93,5.312,125.0,2.0,664.0,125.0,100.0,0.48,-0.48
2009-01-28,5.16,5.16,5.16,5.16,5.16,50.0,1.0,258.0,50.0,100.0,0.0,0.0
2009-01-27,5.43,5.43,5.43,5.43,5.4,25.0,1.0,135.0,25.0,100.0,0.0,0.0
2009-01-20,5.7,5.7,5.7,5.7,5.68,25.0,1.0,142.0,25.0,100.0,0.0,0.0
2009-01-19,6.47,6.47,5.9,5.95,6.0,100.0,5.0,600.0,100.0,100.0,0.57,-0.52
2009-01-16,6.17,6.17,6.17,6.17,6.16666666667,150.0,3.0,925.0,150.0,100.0,0.0,0.0
2009-01-15,6.48,6.48,6.48,6.48,6.48,25.0,1.0,162.0,25.0,100.0,0.0,0.0
2009-01-14,6.8,6.8,6.8,6.8,6.77777777778,18.0,2.0,122.0,18.0,100.0,0.0,0.0
2009-01-13,7.19,7.19,6.51,6.7,7.04857142857,350.0,5.0,2467.0,350.0,100.0,0.68,-0.49
2009-01-12,7.19,7.19,6.85,6.85,7.15454545455,110.0,3.0,787.0,110.0,100.0,0.34,-0.34
2009-01-09,6.85,6.85,6.85,6.85,6.84,25.0,1.0,171.0,25.0,100.0,0.0,0.0
2009-01-07,7.85,7.85,7.15,7.15,7.38157894737,76.0,3.0,561.0,75.0,98.68,0.7,-0.7
2009-01-06,7.7,7.7,7.5,7.5,7.58,500.0,4.0,3790.0,500.0,100.0,0.2,-0.2
2009-01-05,7.35,7.35,7.35,7.35,7.34958506224,964.0,15.0,7085.0,964.0,100.0,0.0,0.0
2009-01-01,7.02,7.02,7.0,7.0,7.00836120401,598.0,4.0,4191.0,564.0,94.31,0.02,-0.02
2008-12-31,7.35,7.35,6.73,6.73,7.23770491803,244.0,2.0,1766.0,244.0,100.0,0.62,-0.62
2008-12-30,7.02,7.02,6.95,7.0,7.00304878049,328.0,7.0,2297.0,300.0,91.46,0.07,-0.02
2008-12-29,6.39,6.39,6.39,6.39,6.39,300.0,2.0,1917.0,300.0,100.0,0.0,0.0
2008-12-26,5.75,6.36,5.67,5.81,6.11235955056,1424.0,19.0,8704.0,1324.0,92.98,0.69,0.06
2008-12-24,5.0,5.79,5.0,5.79,5.0,1001.0,3.0,5005.0,1001.0,100.0,0.79,0.79
2008-12-22,5.9,6.18,5.27,5.27,6.09843081312,701.0,7.0,4275.0,700.0,99.86,0.91,-0.63
2008-12-19,5.62,5.62,5.62,5.62,5.62,500.0,1.0,2810.0,500.0,100.0,0.0,0.0
2008-12-18,4.87,5.74,4.87,5.11,5.66276346604,854.0,9.0,4836.0,851.0,99.65,0.87,0.24
2008-12-17,5.17,5.89,5.17,5.3,5.22047244094,1016.0,6.0,5304.0,1010.0,99.41,0.72,0.13
2008-12-16,5.51,5.51,5.51,5.51,5.4,5.0,1.0,27.0,5.0,100.0,0.0,0.0
2008-12-15,4.36,5.01,4.36,5.01,4.5,2.0,2.0,9.0,1.0,50.0,0.65,0.65
2008-12-12,5.0,5.15,4.3,4.76,4.91911764706,136.0,6.0,669.0,100.0,73.53,0.85,-0.24
2008-12-11,5.0,5.5,4.55,4.69,4.9776119403,536.0,8.0,2668.0,500.0,93.28,0.95,-0.31
2008-12-10,5.0,5.0,5.0,5.0,5.0,300.0,1.0,1500.0,300.0,100.0,0.0,0.0
2008-12-08,5.06,5.06,4.8,4.8,5.04607329843,955.0,9.0,4819.0,950.0,99.48,0.26,-0.26
2008-12-05,5.03,5.03,4.6,4.6,4.85777777778,450.0,5.0,2186.0,250.0,55.56,0.43,-0.43
2008-12-04,4.41,4.58,4.41,4.58,4.42222222222,270.0,2.0,1194.0,270.0,100.0,0.17,0.17
2008-12-03,4.5,4.9,4.07,4.17,4.8835790544,3934.0,85.0,19212.0,3862.0,98.17,0.83,-0.33
2008-12-02,4.0,4.87,4.0,4.46,4.64759036145,332.0,6.0,1543.0,296.0,89.16,0.87,0.46
2008-12-01,4.43,4.43,4.43,4.43,4.42,50.0,1.0,221.0,50.0,100.0,0.0,0.0
2008-11-28,4.62,4.62,4.03,4.03,4.32,100.0,2.0,432.0,100.0,100.0,0.59,-0.59
2008-11-26,4.0,4.36,3.73,4.2,4.27837837838,2590.0,42.0,11081.0,2370.0,91.51,0.63,0.2
2008-11-25,4.5,4.5,3.9,3.97,4.47466666667,750.0,25.0,3356.0,545.0,72.67,0.6,-0.53
2008-11-24,3.97,4.84,3.97,4.11,4.11764705882,170.0,5.0,700.0,144.0,84.71,0.87,0.14
2008-11-21,4.0,4.46,4.0,4.4,4.41247947455,3045.0,22.0,13436.0,2914.0,95.7,0.46,0.4
2008-11-20,4.0,4.35,3.59,4.06,4.15634796238,2552.0,12.0,10607.0,2299.0,90.09,0.76,0.06
2008-11-19,4.0,4.56,3.91,3.96,4.50204918033,1464.0,34.0,6591.0,1001.0,68.37,0.65,-0.04
2008-11-18,4.02,4.68,4.02,4.15,4.34939759036,166.0,10.0,722.0,162.0,97.59,0.66,0.13
2008-11-17,4.7,4.7,4.27,4.27,4.6780952381,525.0,38.0,2456.0,500.0,95.24,0.43,-0.43
2008-11-14,4.66,4.66,4.65,4.65,4.64888888889,225.0,3.0,1046.0,225.0,100.0,0.01,-0.01
2008-11-12,5.05,5.05,5.05,5.05,5.05,100.0,2.0,505.0,100.0,100.0,0.0,0.0
2008-11-11,5.0,5.4,4.6,4.8,5.03829787234,235.0,13.0,1184.0,100.0,42.55,0.8,-0.2
2008-11-10,4.61,5.35,4.61,4.97,4.96226415094,53.0,7.0,263.0,12.0,22.64,0.74,0.36
2008-11-07,4.66,5.34,4.65,4.91,4.84739454094,806.0,11.0,3907.0,750.0,93.05,0.69,0.25
2008-11-06,4.9,5.4,4.85,5.01,4.86485738023,3611.0,12.0,17567.0,3556.0,98.48,0.55,0.11
2008-11-05,5.89,5.9,5.37,5.37,5.58020477816,293.0,6.0,1635.0,293.0,100.0,0.53,-0.52
2008-11-04,4.22,5.89,4.22,5.86,4.56065239551,981.0,6.0,4474.0,978.0,99.69,1.67,1.64
2008-11-03,4.0,5.08,4.0,5.06,5.04476744186,3440.0,17.0,17354.0,2925.0,85.03,1.08,1.06
2008-10-31,4.0,5.06,4.0,4.24,4.58194774347,421.0,9.0,1929.0,181.0,42.99,1.06,0.24
2008-10-29,4.0,5.4,4.0,4.22,4.69421487603,121.0,5.0,568.0,59.0,48.76,1.4,0.22
2008-10-28,4.57,4.57,4.0,4.56,4.46019629226,917.0,7.0,4090.0,917.0,100.0,0.57,-0.01
2008-10-27,3.81,3.81,3.81,3.81,3.80666666667,150.0,2.0,571.0,150.0,100.0,0.0,0.0
2008-10-24,5.0,5.0,3.75,3.99,4.05421282309,5958.0,30.0,24155.0,5788.0,97.15,1.25,-1.01
2008-10-23,5.35,5.5,4.41,4.41,4.98333333333,1200.0,4.0,5980.0,1200.0,100.0,1.09,-0.94
2008-10-22,4.0,5.24,4.0,4.98,4.605859375,2560.0,25.0,11791.0,1558.0,60.86,1.24,0.98
2008-10-21,4.54,4.54,4.54,4.54,4.5,10.0,2.0,45.0,5.0,50.0,0.0,0.0
2008-10-20,5.49,5.49,4.81,4.82,4.94177449168,1082.0,6.0,5347.0,1082.0,100.0,0.68,-0.67
2008-10-17,5.82,5.83,5.82,5.82,5.81943250215,1163.0,7.0,6768.0,1163.0,100.0,0.01,0.0
2008-10-16,5.0,5.0,4.9,4.9,4.98319327731,119.0,3.0,593.0,119.0,100.0,0.1,-0.1
2008-10-15,5.0,5.75,5.0,5.24,5.54184529357,10730.0,39.0,59464.0,8600.0,80.15,0.75,0.24
2008-10-14,5.0,6.1,4.51,4.81,4.90312010258,7019.0,37.0,34415.0,5653.0,80.54,1.59,-0.19
2008-10-13,6.0,6.0,5.13,5.15,5.25320907333,5687.0,25.0,29875.0,4300.0,75.61,0.87,-0.85
2008-10-10,6.65,6.65,6.0,6.1,6.10948536831,1982.0,28.0,12109.0,1982.0,100.0,0.65,-0.55
2008-10-08,6.0,6.5,6.0,6.35,6.32983193277,2856.0,25.0,18078.0,2764.0,96.78,0.5,0.35
2008-10-07,7.0,7.99,5.69,5.98,6.01369168357,3944.0,33.0,23718.0,2316.0,58.72,2.3,-1.02
2008-10-06,7.1,8.14,6.58,7.1,6.8688372093,1075.0,8.0,7384.0,1075.0,100.0,1.56,0.0
2008-10-01,8.0,9.71,7.81,8.14,8.76811594203,345.0,11.0,3025.0,200.0,57.97,1.9,0.14
2008-09-30,7.0,8.76,7.0,8.76,7.92967542504,1294.0,13.0,10261.0,911.0,70.4,1.76,1.76
2008-09-29,8.0,9.0,7.05,7.31,7.3461928934,2955.0,28.0,21708.0,2300.0,77.83,1.95,-0.69
2008-09-26,8.11,8.11,8.11,8.11,8.11,100.0,1.0,811.0,100.0,100.0,0.0,0.0
2008-09-25,9.5,9.5,9.02,9.02,9.26,400.0,3.0,3704.0,400.0,100.0,0.48,-0.48
2008-09-24,8.65,10.35,8.65,9.1,9.13721413721,2405.0,10.0,21975.0,2401.0,99.83,1.7,0.45
2008-09-23,9.25,9.25,9.25,9.25,9.24,25.0,1.0,231.0,25.0,100.0,0.0,0.0
2008-09-22,9.5,11.48,9.5,10.25,9.87307692308,260.0,7.0,2567.0,240.0,92.31,1.98,0.75
2008-09-19,10.1,10.1,9.0,10.01,10.0209090909,4400.0,33.0,44092.0,4300.0,97.73,1.1,-0.09
2008-09-18,9.49,9.49,9.49,9.49,9.48,50.0,1.0,474.0,50.0,100.0,0.0,0.0
2008-09-17,9.99,9.99,9.1,9.98,9.9,110.0,3.0,1089.0,110.0,100.0,0.89,-0.01
2008-09-16,9.99,10.49,9.99,10.0,10.005,1200.0,10.0,12006.0,1200.0,100.0,0.5,0.01
2008-09-15,10.0,10.0,10.0,10.0,10.0,25.0,1.0,250.0,25.0,100.0,0.0,0.0
2008-09-12,10.0,10.0,10.0,10.0,10.0,45.0,1.0,450.0,45.0,100.0,0.0,0.0
2008-09-11,10.05,10.65,9.99,10.01,10.0220280357,5493.0,25.0,55051.0,5368.0,97.72,0.66,-0.04
2008-09-10,10.26,10.26,10.05,10.05,10.091,1000.0,4.0,10091.0,1000.0,100.0,0.21,-0.21
2008-09-09,12.3,12.3,10.4,10.5,10.5225778167,4562.0,14.0,48004.0,4500.0,98.64,1.9,-1.8
2008-09-08,10.1,11.8,10.1,11.3,11.0252072968,3015.0,12.0,33241.0,3015.0,100.0,1.7,1.2
2008-09-05,9.9,10.9,9.9,10.52,10.5037984806,2501.0,10.0,26270.0,2401.0,96.0,1.0,0.62
2008-09-04,9.6,10.97,9.59,10.06,10.1440135542,5312.0,29.0,53885.0,4499.0,84.7,1.38,0.46
2008-09-02,10.06,10.45,10.05,10.4,10.2028301887,636.0,6.0,6489.0,636.0,100.0,0.4,0.34
2008-09-01,9.1,11.97,9.1,10.07,10.0855485742,2069.0,8.0,20867.0,2052.0,99.18,2.87,0.97
2008-08-29,10.08,10.08,10.08,10.08,10.0,1.0,1.0,10.0,1.0,100.0,0.0,0.0
2008-08-28,10.06,10.06,10.0,10.01,10.015,200.0,3.0,2003.0,200.0,100.0,0.06,-0.05
2008-08-27,10.74,10.74,10.0,10.07,10.1453268504,1851.0,14.0,18779.0,1851.0,100.0,0.74,-0.67
2008-08-26,10.45,10.45,10.2,10.2,10.4221530249,2248.0,6.0,23429.0,2248.0,100.0,0.25,-0.25
2008-08-25,10.0,10.79,10.0,10.05,10.0917347866,1101.0,9.0,11111.0,1101.0,100.0,0.79,0.05
2008-08-22,10.89,10.89,9.85,10.5,10.3939916277,4061.0,9.0,42210.0,4060.0,99.98,1.04,-0.39
2008-08-21,9.5,10.4,9.5,9.92,10.2269585253,4340.0,15.0,44385.0,4340.0,100.0,0.9,0.42
2008-08-20,10.79,10.79,9.75,10.48,10.1951401869,5350.0,22.0,54544.0,5350.0,100.0,1.04,-0.31
